Geneid	w1118_1	w1118_2	w1118_3	PcKD_1	PcKD_2	PcKD_3	vgLOF_PcKD_1	vgLOF_PcKD_2	vgLOF_PcKD_3	sdLOF_PcKD_1	sdLOF_PcKD_2	sdLOF_PcKD_3
Ubc6	2108	2230	1680	2378	2631	2228	2118	1865	1804	1822	1672	1645
CG14661	13	105	9	5	17	0	1	5	4	5	0	0
CG2016	177	314	57	764	317	749	100	96	61	124	26	26
CG1124	82	90	86	73	84	99	28	64	32	38	40	25
CG14662	12	14	11	9	5	2	0	0	0	1	0	1
CR43478	0	0	0	0	0	3	0	0	0	0	0	0
CR43424	1	4	1	3	5	2	0	0	0	0	0	0
plh	7	7	5	2	1	2	1	0	3	4	0	1
CR45585	0	0	0	0	1	0	0	0	0	3	0	1
CR43635	2	4	3	1	2	0	3	1	2	4	1	2
CR45588	2	4	1	1	1	1	1	0	0	0	1	2
corto	1344	1367	1091	1981	2020	1959	1560	1395	1534	1517	1312	1283
CG43131	18	31	12	7	13	5	2	3	8	2	4	2
CG12007	363	401	304	367	411	380	442	378	345	318	279	317
CG12589	0	1	0	0	0	0	0	0	0	0	0	1
dpr16	73	72	57	74	67	79	81	79	67	143	103	99
CG12590	1	2	3	0	1	0	0	0	0	0	2	0
cno	2569	2501	1690	3226	3391	3245	3223	2656	2488	2682	2969	2719
snRNA:U4atac:82E	2	1	0	0	1	0	0	1	2	1	0	1
Prosbeta2R2	2	4	0	0	1	1	0	0	0	1	0	0
CG1116	373	418	267	364	425	390	453	460	457	482	522	459
CG2604	1047	1209	753	1210	1403	1222	1325	1224	1329	1301	1442	1269
CG14664	9	12	7	4	2	7	0	0	0	2	0	0
Vps37B	789	795	550	795	815	837	824	725	747	767	909	807
Kat60	1063	1192	843	1413	1347	1301	1213	1067	1002	1052	953	1006
Mms19	692	786	528	831	898	711	947	844	886	833	752	730
rtp	4	8	1	1	16	5	14	9	6	12	19	21
CG12163	4688	5277	3447	6115	6664	5482	5283	4598	4357	4606	4632	4565
CG33293	2	8	4	2	5	1	2	0	0	2	3	2
CG1113	21	37	18	2	7	2	1	4	2	0	2	0
CG12173	668	653	444	565	651	625	679	625	710	605	697	673
Hph	712	698	578	721	763	617	653	579	620	635	727	591
Tim17a2	0	1	0	0	0	0	0	0	0	0	0	0
CR45793	2	4	0	2	0	2	1	0	1	1	3	0
mtd	2722	2929	2215	3376	3635	3371	2725	2557	2392	2449	2501	2295
CG31538	5	31	10	9	10	11	14	6	9	10	17	8
Tim17b1	0	3	2	0	3	0	0	0	0	0	0	0
CG11999	559	544	332	611	647	594	627	641	597	579	499	495
CG1161	1027	1018	676	815	880	873	756	654	664	813	785	691
Prosbeta7	3072	3247	1982	2813	3061	2814	2741	2472	2745	2174	2221	2160
Cerk	697	715	548	651	689	563	649	639	646	657	781	656
CR44103	1	0	0	0	1	0	1	0	0	0	0	0
CG34277	0	0	0	0	0	0	0	0	0	0	0	0
CG31542	0	0	0	0	0	0	0	0	0	0	0	0
RpII18	880	961	626	857	969	975	1055	893	1005	1070	1130	976
hd	159	175	134	172	240	173	263	257	234	236	256	234
CG14667	247	221	155	235	264	236	246	229	252	258	231	217
7B2	87	61	104	133	114	109	53	71	44	134	134	49
kkv	5236	5312	3477	5580	6175	5051	4901	4481	4240	4297	4934	4732
CG14668	4	6	4	2	5	2	3	4	5	5	5	9
CG1172	391	368	290	392	413	388	369	376	354	351	320	337
Or83a	0	0	0	0	0	0	0	0	0	0	0	0
CG2663	180	200	36	323	162	270	2	5	1	22	4	11
Orco	0	1	0	0	0	1	0	2	0	0	0	0
CG14669	52	32	51	44	26	21	7	15	3	29	23	9
CG12147	1	1	1	0	1	0	0	0	0	0	0	0
PEK	1648	1640	1219	2048	2144	1911	2347	1913	1996	2063	2123	1875
RpL35A	7528	8613	4488	9755	10460	9684	11402	10501	11908	10682	10808	9675
POLDIP2	266	269	175	295	307	312	334	301	324	315	313	287
mRpL44	631	658	389	585	645	687	689	559	660	556	584	535
Snr1	1656	1761	1053	1460	1676	1549	1717	1515	1597	1634	1643	1570
CG45100	0	0	0	0	0	0	0	0	0	0	0	0
HDAC3	0	0	0	0	0	0	0	0	0	0	0	0
Hcs	445	487	333	473	489	418	490	441	402	435	441	450
ksr	647	779	454	874	867	802	837	728	685	789	836	678
CG31550	1010	1137	697	1132	1156	1151	993	926	982	1078	1152	1033
CG31547	302	146	190	175	132	335	165	128	114	492	799	486
Nmdar1	6	9	18	15	7	6	3	5	4	10	23	3
Itp-r83A	1467	1419	952	1784	1982	1733	1589	1607	1474	1627	1900	1626
CG43845	0	3	0	0	0	0	0	0	0	0	1	0
CG2519	2309	2435	1829	2861	3081	2597	2551	2276	2159	2231	2703	2507
mia	222	283	155	162	239	190	218	204	217	254	275	237
Pcmt	986	1046	647	849	1008	891	1025	1046	1199	1354	1710	1521
Snm1	412	437	311	415	457	387	348	327	370	360	341	296
Pi4KIIalpha	570	574	445	658	729	688	560	506	523	502	553	510
snoRNA:Pi4KIIalpha-a	0	2	0	1	0	0	1	0	0	0	1	0
CR46136	57	41	78	8	8	76	0	0	0	0	0	0
CG14671	183	192	119	171	164	185	158	169	190	173	176	160
CG12746	239	266	175	276	279	296	316	284	287	245	270	251
CG2931	391	395	329	425	435	436	448	396	358	411	310	295
Rheb	953	922	692	989	955	872	885	777	861	859	778	676
CRMP	210	170	222	280	183	271	120	192	115	280	199	151
CG2926	3155	3203	2255	4113	4442	3749	3559	2910	2816	2800	2629	2685
rev7	59	56	65	87	83	68	83	80	78	85	97	111
noi	1314	1403	917	1513	1542	1475	1553	1212	1461	1285	1205	1167
Vha26	3419	3223	2710	3724	4250	3713	2801	2562	2640	2456	2633	2529
kra	18659	19307	15332	18175	19577	17976	15048	11883	12012	11253	11142	10714
snoRNA:Psi28S-3385b	4	9	2	2	2	10	5	3	4	4	2	2
snoRNA:Psi28S-3385a	7	7	1	8	6	10	11	4	4	3	7	5
snoRNA:Psi28S-3091b	6	5	1	3	5	7	5	0	2	5	8	3
snoRNA:Psi28S-3091a	6	7	1	6	5	5	11	0	8	5	4	0
snoRNA:Psi28S-3571	7	6	5	7	6	7	5	3	2	5	4	1
snoRNA:Psi28S-3186	4	7	1	4	2	3	5	5	7	10	3	6
snoRNA:Psi28S-2442b	7	6	6	9	7	6	2	4	3	2	2	5
snoRNA:Psi28S-2442a	4	8	2	5	5	4	3	1	1	5	1	6
CG1427	764	790	510	658	694	638	590	596	608	723	802	677
asl	906	967	751	1139	1253	1097	1113	980	1044	1151	1015	997
Rga	2304	2639	1681	2772	3092	2889	2699	2487	2494	2468	2013	1899
CR43628	1	0	0	3	4	1	0	0	0	3	2	0
CR46135	7	9	5	19	22	19	10	16	16	11	4	6
Atu	1256	1284	884	1543	1631	1530	1629	1384	1579	1460	1344	1290
Spec2	218	243	211	246	272	284	286	239	219	229	229	220
CG2911	79	80	73	80	74	70	58	63	74	40	47	35
RpL13A	15045	16414	8947	20823	22890	21536	20966	20273	22951	20333	20330	18713
snoRNA:Me28S-U2134b	1	2	3	0	0	3	2	1	1	3	1	1
snoRNA:Me28S-U2134a	0	0	0	0	0	0	0	0	0	0	0	0
CG31551	0	1	0	0	0	2	0	0	0	0	0	1
CG31549	392	358	293	368	332	414	472	472	569	318	472	387
CG12171	423	428	300	419	462	445	556	508	489	425	422	432
CG31546	0	1	0	0	1	1	0	0	0	0	0	1
CG31548	366	439	325	469	526	431	474	412	557	474	565	486
CG12170	189	170	121	181	170	199	226	204	215	212	223	219
MTA1-like	2949	3223	2227	3517	3830	3225	3206	2892	2672	2869	2809	2668
Sec23	2927	2917	1971	3156	3140	3369	2758	2458	2285	2399	2057	2007
elm	490	505	349	595	640	544	572	522	620	435	584	560
MED27	329	387	288	328	360	353	355	312	320	297	299	267
CG2182	1831	2021	1356	2201	2208	2011	2043	1788	1750	1954	1795	1640
CR44093	20	17	17	17	17	8	10	11	3	15	9	14
CG1109	1177	1292	816	1344	1323	1294	1368	1138	1055	1031	1108	1076
CR46134	2	2	0	4	5	2	0	2	4	0	2	0
Xe7	1534	1600	1168	1218	1168	1246	1009	951	865	1133	1079	930
Atg17	924	897	783	1156	1286	915	951	893	863	839	786	749
Rab23	618	773	503	876	961	827	814	698	711	765	744	717
plx	675	679	546	779	903	745	591	523	484	553	649	610
CG2104	0	0	0	0	0	0	0	1	0	0	0	0
cas	30	7	56	32	1	1	2	5	2	21	17	4
CR44924	0	0	0	0	0	0	0	0	0	0	0	0
CG1239	149	152	126	145	143	151	144	108	130	132	91	99
CG2100	621	682	434	684	756	646	680	613	661	626	658	641
CG1236	1301	1260	1187	1015	1490	1066	1059	863	1086	964	945	979
Sym	1023	1047	733	1218	1326	1136	1174	1026	984	1013	920	832
Madm	807	910	558	1151	1285	1118	1002	904	910	1024	880	813
CG2091	832	913	606	857	966	895	755	677	683	654	709	670
Sec8	1241	1336	896	1288	1371	1241	1388	1381	1330	1477	1425	1298
CG2082	66	70	53	44	36	22	36	26	15	11	19	15
jagn	853	892	651	1010	1134	1045	997	847	921	875	950	863
kat-60L1	85	101	60	178	168	170	69	84	52	121	121	105
Hat1	1361	1420	1116	1425	1651	1264	1469	1213	1330	1233	1200	1128
Rpn5	4198	4238	3124	4775	4930	4695	4387	3455	3636	3222	2933	2769
CG1218	589	625	508	668	716	654	764	612	677	604	670	651
CG2046	655	644	542	581	625	628	585	464	554	491	469	450
CG10979	546	599	412	692	764	671	725	544	620	614	597	551
CG11000	10	4	26	24	9	8	15	18	17	18	34	16
CG42675	53	96	50	80	99	92	110	105	57	78	83	93
Hpr1	698	749	470	789	807	712	743	611	675	690	717	606
CG46303	2	1	0	2	0	1	0	0	0	2	0	0
CG2023	123	90	88	122	134	163	167	132	119	113	106	92
dgrn	413	463	300	388	494	390	415	352	344	347	331	287
glob3	0	4	0	0	1	0	0	0	0	0	0	0
CG1208	17	33	32	0	2	1	29	10	8	10	3	11
CR45192	0	0	0	0	0	0	0	0	0	0	0	0
CG1213	14	7	36	11	8	5	11	3	5	6	5	1
CG14676	0	3	1	0	0	0	0	0	0	0	0	0
disp	1177	1328	854	1449	1518	1360	1584	1244	1176	1197	1337	1365
CG34287	0	2	2	0	0	0	0	0	0	0	0	1
ECSIT	185	212	171	245	295	246	236	197	205	221	217	183
CG2017	663	703	468	573	670	556	934	934	793	689	700	633
CR46133	6	11	0	6	3	8	2	7	3	6	0	4
CG34113	39	24	54	122	74	115	33	71	17	69	44	46
CR45761	0	0	0	0	0	0	0	0	0	0	0	0
CR45762	0	0	0	0	0	0	0	0	0	0	0	0
CG11373	0	2	0	0	1	0	0	0	0	0	0	0
CR44925	0	0	0	0	0	0	0	0	0	0	0	0
CR44926	0	0	0	0	0	0	0	0	0	0	0	0
Obp83a	0	0	0	0	0	0	0	0	0	0	0	0
Obp83b	0	0	0	0	0	0	0	0	0	0	0	0
CR44927	0	0	0	0	0	0	0	0	0	0	0	0
CR44928	0	0	0	0	0	0	0	0	0	0	0	0
Rm62	20572	24362	18060	23126	26104	22069	24268	24684	27176	28462	36411	33555
CG10280	28	13	19	22	33	5	8	6	1	1	3	11
CG11459	118	64	267	12	181	7	5	6	71	0	1	1
CR46221	0	0	0	0	0	0	0	0	0	0	0	0
CR44921	0	0	0	0	0	0	0	0	0	0	0	0
CG15580	0	3	0	1	0	0	0	0	0	0	0	0
Or83c	0	0	0	0	0	0	0	0	0	0	0	0
Gasp	6826	7568	4925	4989	6001	4332	2740	2514	2557	2091	3108	3300
CR44929	2	0	1	5	2	6	1	0	0	0	0	0
Obp83cd	0	1	3	3	0	5	1	1	0	3	1	1
Obp83ef	42	22	126	2	37	5	2	1	9	0	1	0
Obp83g	213	172	141	162	139	146	89	96	89	108	149	136
Vha14-2	0	1	0	0	1	0	0	1	0	0	0	0
CR43486	0	0	0	0	0	0	0	0	0	0	0	0
CR43487	0	0	0	0	0	0	0	0	0	0	0	0
CG31559	47	44	26	48	35	62	29	40	19	33	9	16
CG1077	0	0	0	0	0	1	1	0	1	0	3	0
Osi1	0	1	0	0	0	0	0	1	0	0	0	1
NPFR	12	3	10	6	4	5	0	0	0	10	10	2
Osi24	218	218	149	239	264	184	78	86	53	63	64	103
Osi2	44	77	35	44	41	37	74	72	54	171	226	222
Osi3	0	1	0	1	1	2	1	0	2	1	0	2
Osi4	29	37	18	70	90	76	15	7	15	16	40	48
Osi5	1	1	0	1	0	2	1	0	1	0	1	0
Osi6	2	9	5	74	77	64	17	22	19	24	24	22
Osi7	6	13	9	30	35	48	7	15	5	10	1	0
Osi8	1	0	0	0	0	0	0	0	0	0	0	1
Osi9	46	68	26	71	70	39	16	14	10	14	13	12
Osi10	0	0	0	0	0	0	0	1	0	0	0	0
Osi11	0	0	0	0	0	0	0	0	0	0	0	0
Osi12	0	0	0	0	0	1	0	1	0	1	0	0
CG15597	25	18	6	2	1	1	1	0	1	0	0	2
CG15594	0	0	0	0	0	0	0	0	0	0	0	0
Osi13	0	0	0	0	0	0	0	0	0	0	0	0
Osi14	1	3	0	6	4	6	83	92	82	76	54	74
Osi15	2	0	1	1	0	0	14	23	16	15	17	26
Osi16	0	0	0	0	0	0	0	0	0	0	0	0
CG46026	0	0	0	0	0	0	0	0	0	0	0	0
CG31560	0	0	0	0	0	0	0	0	0	0	0	0
Osi17	9	9	10	17	12	9	5	9	4	3	1	2
Osi18	0	0	0	0	1	0	0	1	0	0	0	0
Osi19	0	0	0	0	0	0	0	0	0	0	0	0
Osi20	0	0	0	0	0	0	0	0	0	0	0	0
CG17917	0	0	0	0	0	0	0	0	0	0	0	0
CG10298	0	2	0	0	1	0	0	0	0	0	0	0
CG17919	631	700	433	795	798	838	1054	877	829	800	804	874
SmD2	1668	1718	1348	1763	1989	1836	1805	1648	1854	1667	1882	1657
CG18048	184	183	135	227	223	226	215	182	217	239	209	197
Hr83	2	1	0	1	5	1	1	2	0	0	0	1
Pak	1429	1523	1108	1695	1911	1650	1616	1642	1523	1477	1600	1490
CG42724	2447	2558	1965	2316	2208	2193	1801	1728	1550	1735	1971	1782
CG10286	1317	1508	1056	1486	1555	1344	1641	1382	1524	1427	1356	1198
CRAT	1019	1063	830	1149	1250	1211	1016	873	856	946	992	879
CG42564	11	9	10	14	20	12	8	9	13	13	17	19
snoRNA:83E4-5	0	0	0	0	0	0	0	0	0	0	0	0
CG1024	440	414	296	474	541	419	479	430	426	418	395	394
CG42537	0	0	0	0	0	1	0	0	0	0	0	0
TfIIFalpha	1179	1228	1013	1401	1358	1334	1116	944	1037	951	1011	860
godzilla	973	991	758	987	1141	924	845	788	712	915	928	862
Dmtn	1148	1182	864	1339	1333	1447	1197	1191	1019	1162	1074	951
gpp	1915	1841	1175	2488	2442	2337	2107	1806	1601	1893	2053	1868
CR44017	0	1	0	0	0	0	0	0	0	0	0	0
CG9727	903	915	688	1114	1298	1051	1096	998	966	1043	1195	1055
mir-9375	0	0	0	0	0	0	0	0	0	0	0	0
Zif	996	937	622	922	1043	913	867	856	879	949	832	808
Neurochondrin	399	375	238	280	383	68	46	48	66	11	40	42
CG15186	41	21	15	40	32	11	6	7	4	1	5	11
CG15185	0	0	0	0	0	0	0	0	0	0	0	0
dpr11	23	8	30	42	33	34	31	37	17	40	39	14
Pif2	0	2	0	0	1	0	0	0	0	0	0	0
CR46132	0	0	0	0	0	0	0	0	0	0	0	0
CG1137	0	2	0	0	2	0	0	1	0	0	0	0
CG2336	0	5	0	0	1	0	0	0	0	0	0	0
CR46131	0	0	0	0	0	0	0	0	0	0	0	0
CG1138	0	1	0	0	1	0	0	0	0	0	0	0
CG31482	0	2	0	0	0	0	0	0	0	0	0	0
glob2	0	6	0	0	3	0	0	0	0	0	1	0
sowi	0	5	2	0	2	0	0	0	0	0	0	0
CG15177	0	1	0	0	4	0	0	0	0	0	0	0
sunz	0	1	0	0	0	0	0	1	0	0	0	0
CG31286	0	8	0	0	0	0	0	0	0	0	0	0
CG1315	0	0	0	0	0	0	0	0	0	0	0	0
Taf1	2661	2633	1924	3118	3222	2721	2340	2191	2115	2370	2207	2063
CG1307	905	969	639	1094	1080	1029	977	989	1014	884	1000	956
twr	2171	2307	1705	2421	2426	2679	2158	1889	1819	1831	1627	1622
agt	149	172	147	168	200	111	241	266	293	353	516	473
lab	122	159	70	68	99	114	48	34	43	41	39	29
Edg84A	1	0	0	0	0	0	1	0	0	2	0	0
Ccp84Ag	3	3	4	3	12	2	5	5	1	0	1	4
Ccp84Af	0	2	0	0	0	0	0	1	0	0	0	0
Ccp84Ae	1	0	0	0	0	1	0	0	0	0	0	0
Ccp84Ad	0	4	0	2	0	0	14	14	8	3	0	2
Ccp84Ac	0	0	0	0	0	0	1	0	0	0	0	0
pncr002:3R	17734	20034	11699	6517	8479	7929	8782	6858	6281	12715	14029	15242
Ccp84Ab	5	6	1	3	1	4	4	1	1	1	5	5
Ccp84Aa	2	7	0	21	25	31	7	9	9	2	3	8
pb	16	6	7	2	2	2	5	2	2	1	1	0
zen2	0	0	0	0	0	0	0	0	0	0	0	0
CG34297	0	0	0	0	0	0	0	0	0	0	0	0
zen	0	0	0	0	0	0	0	0	0	0	0	0
bcd	0	0	0	0	0	0	0	0	0	0	0	0
CR45593	5	7	15	7	11	10	3	5	5	4	7	10
Ama	2888	2897	2062	3843	4267	4838	6815	5286	5262	6121	5641	5832
CR44930	1	8	0	1	1	2	1	0	3	0	3	1
CR42721	1	1	6	0	0	0	2	1	0	0	1	0
mir-993	0	0	0	0	0	0	0	0	0	0	0	0
CR43435	0	1	0	0	0	0	0	0	0	0	0	0
Dfd	410	422	247	332	347	366	163	124	131	73	57	48
CR42651	0	0	1	1	3	4	1	1	0	2	3	2
mir-10	0	0	0	0	0	0	0	0	0	0	0	0
CR45915	0	0	0	0	0	0	0	0	0	0	0	0
7SLRNA:CR42652	0	0	0	0	0	0	0	0	0	0	1	0
7SLRNA:CR32864	0	0	0	0	0	0	0	0	0	0	0	0
Scr	62	164	173	394	331	332	354	189	238	191	194	178
CR45901	0	0	0	0	0	0	0	0	0	0	0	0
CR45902	0	0	0	0	0	0	0	0	0	0	0	0
CR45903	0	0	0	0	0	1	0	0	0	0	0	0
CR45904	0	0	0	0	0	0	0	0	0	0	0	0
CR45905	0	0	0	0	0	0	0	0	0	0	0	0
CR45900	0	0	0	0	0	0	0	0	0	0	0	0
ftz	0	0	0	0	0	1	2	1	4	0	0	0
CR44931	0	0	0	0	0	0	0	0	0	0	0	0
CR45559	11	20	38	37	31	38	42	28	44	19	17	24
CR44932	2	7	2	9	4	21	16	19	12	27	29	31
Antp	82	106	142	442	556	447	930	836	990	915	1178	957
CR43252	1	0	2	5	3	3	5	1	5	3	4	8
CR45899	0	0	0	1	0	0	2	1	0	0	0	2
CR44933	0	1	1	5	4	2	1	0	0	7	5	6
Sodh-1	39	19	44	0	25	0	3	1	1	5	1	1
CG1979	0	6	1	0	7	0	0	0	0	1	0	0
dj	0	18	0	0	2	0	0	0	0	0	0	0
djl	0	13	0	0	1	0	0	0	0	0	0	0
CG1988	0	11	0	0	0	0	0	0	0	0	0	0
CG1105	771	768	578	782	880	765	757	690	748	755	838	822
CG1965	904	966	758	797	827	809	744	732	631	748	744	735
Ufl1	724	766	573	850	932	931	764	638	636	760	653	669
CR45908	2	1	3	1	3	5	1	0	3	2	0	1
CG1943	4927	5417	3693	5638	6581	5697	6670	6079	6700	7222	8380	6918
Ref1	3599	3707	2447	4164	4501	4401	3829	3610	3520	3149	3081	3086
Dpck	149	155	79	164	214	204	151	142	137	140	155	161
Tailor	1509	1445	995	1229	1362	1358	1419	1205	1291	1322	1391	1205
CR45907	18	15	9	22	18	31	18	17	22	22	29	31
alphaTub84B	60066	60426	36530	71831	76112	76443	65772	55844	56270	53436	48904	48237
CR43685	417	400	278	334	344	341	348	316	308	359	411	409
e(y)2b	10	10	3	8	15	8	2	6	8	1	1	3
Alh	2030	1967	1269	2281	2177	2190	1939	1688	1379	1830	1522	1480
CR45906	0	0	0	0	0	0	0	0	0	0	0	0
Mlp84B	536	731	272	130	533	40	26	32	86	8	24	33
CG10098	887	870	652	1359	1269	1429	884	734	580	756	629	604
CG10068	293	350	274	307	320	329	227	236	249	196	217	221
CR42875	23	25	23	22	24	15	3	9	7	3	7	5
CG31248	6	15	8	10	2	2	5	1	0	3	1	0
CG31493	0	0	0	0	0	0	0	0	0	0	0	0
Fer1	3	3	15	12	1	0	0	0	1	23	21	0
CR42738	0	0	0	0	0	0	0	0	0	0	0	0
CG14610	2	5	6	0	0	0	1	0	0	0	0	0
CG2656	428	443	286	335	428	373	451	465	490	454	470	521
gfzf	1136	1229	982	1647	1788	1427	1510	1416	1468	1351	1130	1101
Sas-4	547	624	415	652	762	565	784	656	710	704	661	609
MAGE	190	189	153	223	240	183	192	181	161	167	169	166
CR45909	0	3	1	0	1	2	1	2	2	3	7	2
sas	3912	4334	3093	4907	5595	4531	5487	4735	5129	5172	6108	5136
CG10055	362	425	298	383	435	341	388	306	328	314	353	281
lap	1895	1845	1376	1923	2195	2043	1679	1472	1314	1298	1269	1265
CG14609	2	7	0	0	2	1	1	0	1	0	4	1
CG1288	0	10	1	0	0	0	0	0	0	0	0	0
CG14606	0	0	1	0	0	0	0	0	1	0	0	0
CG14605	0	4	0	0	1	0	0	0	0	0	0	0
thw	83	171	95	109	118	62	77	104	109	114	146	139
CG14607	0	1	0	0	0	0	0	0	0	0	0	0
CG1234	988	1112	849	1082	1233	1015	1175	1012	1098	1020	1028	1037
CG10053	148	123	108	121	164	153	142	136	111	99	139	114
CG1227	226	223	213	242	292	235	208	212	203	215	186	181
CG10050	183	182	119	155	185	166	190	158	174	199	151	134
Obp84a	0	1	5	0	0	0	0	0	0	0	0	0
Gld	471	1253	638	221	334	141	342	333	307	197	158	93
CR44338	0	0	0	0	0	0	0	0	0	0	0	0
Syt4	532	506	505	1387	1391	1173	756	759	565	772	889	776
rn	901	1105	641	1057	1170	831	1052	997	965	1216	1261	1189
CR44333	0	0	0	1	1	0	0	2	0	0	0	0
RacGAP84C	0	0	0	1	1	1	0	0	0	0	0	0
CG42544	0	0	0	0	0	0	0	0	0	0	0	0
CR44334	16	28	26	45	23	21	100	100	128	183	300	303
CR46130	0	0	0	0	0	0	0	0	0	0	0	0
CG10029	0	1	0	2	1	1	1	0	0	4	3	0
CR46299	0	0	0	0	0	0	0	0	0	0	0	0
CR46224	0	0	0	0	0	0	0	0	0	0	0	0
CG44335	0	0	0	1	0	0	0	3	2	2	2	1
CR44336	0	0	0	0	0	0	1	0	0	0	0	1
CR44337	0	0	0	0	0	0	0	0	0	0	0	0
CG31496	279	55	336	41	33	323	0	1	0	63	18	23
nxf4	0	1	0	0	0	0	0	0	0	0	0	0
CG43290	0	1	0	1	0	0	1	0	0	0	0	2
CG17944	0	3	0	0	2	0	0	0	0	0	0	0
Mst84Dd	0	5	1	0	3	0	0	0	0	0	0	0
Mst84Dc	0	11	0	0	2	0	1	0	0	0	0	0
Mst84Db	0	6	0	0	1	0	0	0	0	0	0	0
Mst84Da	0	13	3	0	1	0	0	0	0	0	0	0
MstProx	0	0	0	0	0	0	7	2	0	0	0	0
CR45560	0	0	0	0	0	0	0	0	0	0	0	0
CG42650	0	0	0	0	0	0	0	0	0	0	0	0
Ir84a	0	0	0	0	0	0	0	0	0	0	0	0
wa-cup	0	4	0	0	0	0	0	0	0	0	0	0
CG14598	102	121	87	293	318	360	818	611	694	462	647	417
mir-4950	0	0	0	0	0	0	0	0	0	0	0	0
CR44934	0	0	0	0	0	0	0	0	0	0	0	0
CG1142	972	1160	799	1086	1110	1056	1085	935	1060	918	972	909
scaRNA:MeU5-C46	9	9	8	10	13	22	13	9	9	13	12	14
snRNA:7SK	27	15	10	24	26	23	40	15	12	14	10	9
alpha-Est10	153	194	130	56	64	89	73	55	62	72	48	47
CG42656	3	0	0	0	4	0	0	0	0	0	0	0
alpha-Est9	159	154	128	122	131	55	25	31	39	26	85	30
CG1287	0	2	0	0	2	0	0	0	0	0	0	0
alpha-Est8	29	21	57	7	13	13	12	5	14	8	1	1
Ubc84D	0	4	0	0	1	0	0	0	0	0	0	0
alpha-Est7	188	188	468	23	263	12	5	25	61	83	21	12
alpha-Est6	1	2	2	0	0	0	1	0	0	0	0	0
Rtnl2	2	14	4	4	1	0	3	0	3	1	1	1
alphaTub84D	3361	3616	2225	3695	3982	3592	3988	3504	3517	3162	2977	2829
alpha-Est5	64	33	37	12	20	13	6	5	6	7	8	8
alpha-Est4	5	12	5	6	37	5	7	5	12	27	17	20
CR46128	0	0	0	1	1	0	0	0	0	0	1	0
alpha-Est3	153	169	129	150	192	156	184	158	200	217	253	253
alpha-Est2	63	91	204	8	135	0	0	2	5	31	1	0
CR46129	0	0	0	0	0	0	0	0	0	0	0	0
alpha-Est1	92	154	98	10	83	12	9	11	23	23	3	7
CG45545	0	0	0	0	0	0	0	0	0	0	0	0
Nlg3	12	13	20	51	16	33	18	16	13	36	41	18
CR44332	0	0	0	0	0	0	0	0	0	0	0	0
Nlg1	45	32	24	12	18	5	18	8	19	7	12	6
CR44260	0	0	0	0	0	0	0	0	0	0	0	0
CG2616	0	4	0	0	3	0	0	0	0	0	0	0
CG43254	0	0	0	0	0	0	0	0	0	0	0	0
CR44935	0	0	0	0	0	0	0	0	0	0	0	0
pyd3	93	72	107	34	75	9	13	8	18	14	13	3
CG10919	0	4	0	0	0	0	0	0	0	0	0	0
Sp7	114	91	146	62	125	89	99	84	87	94	94	55
CG11286	0	0	0	0	1	0	0	0	0	0	0	0
CR46225	0	0	0	0	0	0	0	0	0	0	0	0
CR46226	0	0	0	0	0	0	0	0	0	0	0	0
CG18747	39	17	12	11	16	6	17	6	30	5	6	1
CG18745	2	1	1	0	0	0	0	7	1	0	0	1
CG18748	0	0	0	0	0	0	0	0	0	0	0	0
CG18746	0	1	1	0	0	0	0	1	0	0	0	0
CG10086	0	2	0	0	1	1	0	0	0	0	0	0
CG2641	236	231	212	165	256	148	159	150	153	155	172	167
CG18744	0	0	1	0	1	0	0	0	0	0	1	1
CG3014	0	2	8	1	0	2	2	7	6	29	12	38
CG18268	0	2	0	0	0	2	1	0	0	3	0	2
CG2993	20	4	31	16	5	2	0	5	4	30	24	3
sgll	942	1000	750	1068	1112	999	1172	1029	1011	1038	1234	1211
CG31473	29	34	42	46	39	45	44	57	41	26	48	43
CG34384	22	30	41	81	35	54	44	60	36	77	84	60
CG17816	969	1067	745	1108	1057	1054	569	559	365	544	755	668
CR46127	0	1	0	0	1	0	0	0	0	0	0	1
ArgRS-m	264	255	192	293	298	253	333	294	314	224	262	209
mRpS9	784	806	513	775	830	836	813	683	723	681	644	590
wtrw	45	54	131	97	51	49	38	73	60	136	95	67
EMC1	2330	2214	1462	2443	2560	2563	2520	2176	2094	1863	1694	1587
Taf7	281	325	282	351	367	334	341	244	262	277	268	224
Prat	1129	1331	843	1236	1365	1171	1449	1233	1494	1423	1416	1248
CG2846	316	362	251	311	351	314	319	312	351	360	333	271
CG2678	34	29	16	22	22	21	2	5	2	9	14	14
CG10445	140	126	125	159	188	155	220	188	204	223	228	189
lds	2052	1952	1507	2150	2433	2087	2288	1912	2010	1833	1942	1829
scaRNA:MeU2-C41	1	1	0	0	1	1	0	0	0	0	0	0
dsx	604	730	451	604	812	700	429	516	325	440	496	574
CD98hc	4582	4929	3767	5483	5689	5557	8191	6572	6833	5556	5885	5482
Os-C	46	62	34	41	36	50	21	29	15	13	14	11
Sfp84E	1	2	3	2	2	0	0	0	0	0	0	1
CG2781	251	284	239	373	395	200	178	147	108	72	50	63
CR46143	0	0	0	0	0	0	0	0	0	0	0	0
CR46142	0	0	0	0	0	0	0	0	0	0	0	0
CG14463	189	165	131	108	128	133	119	111	123	158	151	117
Kmn2	420	475	349	383	442	346	465	461	530	415	525	410
